"GEOID","medincome","total_pop1","fpl_100","fpl_100to150","median_rent","total_hholds1","hholds_snap","over16total_industry1","ag_industry","construct_industry","transpo_and_utilities_industry","total_commute1","drove_commute","pubtrans_total_commute","pubtrans_bus_commute","pubtrans_subway_commute","pubtrans_railroad_commute","pubtrans_ferry_commute","taxi_commute","bicycle_commute","walked_commute","workhome_commute","unemployed","under19_noinsurance","age19_34_noinsurance","age35_64_noinsurance","age65plus_noinsurance","hisplat_raceethnic","nonhispLat_white_raceethnic","nonhispLat_black_raceethnic","nonhispLat_amerindian_raceethnic","nonhispLat_asian_raceethnic","age65_plus","no_vehicles","time_to_work","median_age","geometry","fpl_150","not_insured","age65_plus_share"
"11219",40683,89371,30920,14724,1433,24225,35.59,32693,0.27,7.07,4.76,31733,25.42,40.21,7.78,31.89,0.36,0,0.41,1.38,27.49,3.85,5.43,666,2246,2902,224,13.24,60.95,1.04,0.15,23.72,2034,55.35,34.12,27.7,"MULTIPOLYGON (((-74.0127 40.62902, -74.01097 40.63068, -74.00854 40.63303, -74.00702 40.63211, -74.00796 40.63358, -74.00384 40.63755, -74.00124 40.63598, -74.00052 40.63646, -74.00325 40.6381, -73.99918 40.64203, -73.99773 40.64341, -73.99398 40.6471, -73.98906 40.64412, -73.99193 40.6422, -73.98745 40.6395, -73.98804 40.63895, -73.98525 40.63817, -73.98143 40.63495, -73.99255 40.62427, -73.99728 40.61971, -74.00169 40.62237, -74.00448 40.62315, -74.0061 40.62503, -74.01214 40.62868, -74.0127 40.62902)))",51.07,6.76,2.28
"10021",122169,44280,2279,650,2250,23935,2.32,25030,0,2.04,0.54,24306,11.03,49.53,7.33,40.57,1.28,0.2,5.34,1.21,23.55,8,1.81,568,223,1063,0,6.89,81.38,0.28,0.38,8.54,3162,67.68,27.68,43.5,"MULTIPOLYGON (((-73.95926 40.75928, -73.95881 40.75991, -73.95631 40.76048, -73.95848 40.75854, -73.95881 40.75826, -73.95972 40.75866, -73.95926 40.75928)), ((-73.96515 40.77504, -73.96147 40.77432, -73.95365 40.77102, -73.95186 40.76944, -73.94925 40.76835, -73.94907 40.7686, -73.9482 40.76954, -73.94797 40.76951, -73.95231 40.76456, -73.95361 40.76347, -73.95516 40.76492, -73.96844 40.77052, -73.96515 40.77504)))",6.61,4.19,7.14
"10044",104808,12440,1150,309,2641,4774,7.04,5413,0,0.98,2.09,5344,8.89,82,1.31,77.58,0.19,1.31,0.82,0.11,2.1,4.17,8.24,8,329,481,0,12.89,37.56,11.95,0,34.28,146,75.39,34.91,41.6,"MULTIPOLYGON (((-73.96159 40.74982, -73.96021 40.75203, -73.95902 40.75359, -73.95848 40.75393, -73.95553 40.75724, -73.95384 40.75935, -73.94215 40.77204, -73.94008 40.77276, -73.94056 40.77012, -73.94285 40.7683, -73.95255 40.75711, -73.95692 40.75296, -73.96149 40.74949, -73.96159 40.74982)))",11.73,6.58,1.17
"11213",44831,67056,14988,7617,1257,25504,30.51,31015,0.08,4.38,6.24,29474,16.67,65.58,10.6,53.72,1.15,0.03,0.88,2.09,9.12,5.09,8.93,417,2171,2664,48,11.86,21.95,61.24,0.09,2.19,1451,66.32,38.4,33.7,"MULTIPOLYGON (((-73.94782 40.66878, -73.94773 40.66971, -73.94709 40.67656, -73.94457 40.6758, -73.94189 40.67605, -73.94121 40.67994, -73.9374 40.67973, -73.93435 40.67956, -73.92906 40.67928, -73.93046 40.67582, -73.925 40.67474, -73.92554 40.66849, -73.92439 40.66638, -73.92638 40.66551, -73.92854 40.66457, -73.93068 40.66362, -73.93161 40.66356, -73.94003 40.66302, -73.9427 40.66405, -73.94253 40.66584, -73.94807 40.66614, -73.94782 40.66878)))",33.71,7.9,2.16
"11424",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.83098 40.71431, -73.82698 40.71539, -73.8257 40.71606, -73.82557 40.71578, -73.82428 40.71383, -73.82712 40.71271, -73.83098 40.71431)))",NA,NA,NA
"10005",189702,8701,823,137,3356,4363,0,6799,0.07,0.9,0.53,6773,2.16,62.42,0,60.21,1.28,0.93,1.64,0,29.48,4.3,3.19,30,116,78,1,6.34,71.67,1.06,0,17.73,7,89.09,23.1,30.3,"MULTIPOLYGON (((-74.01251 40.70677, -74.01125 40.7083, -74.0102 40.70769, -74.00983 40.70812, -74.01085 40.7088, -74.01054 40.70915, -74.00913 40.70929, -74.00865 40.70734, -74.00456 40.7051, -74.00785 40.70311, -74.00903 40.70531, -74.01147 40.70503, -74.01251 40.70677)))",11.03,2.59,0.08
"10311",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-74.18058 40.60602, -74.17918 40.60787, -74.17696 40.60599, -74.17738 40.60504, -74.18041 40.60293, -74.18246 40.60421, -74.18058 40.60602)))",NA,NA,NA
"10280",182760,9496,462,321,3389,4558,2.52,6192,0,0.24,2.68,6139,6.78,49.99,1.12,45.35,2.95,0.57,4.35,1.22,30.25,6.04,2.7,97,0,144,23,11.36,65.8,2.49,0,16.28,470,76.7,26.96,38.9,"MULTIPOLYGON (((-74.01949 40.70691, -74.01859 40.7122, -74.01639 40.71311, -74.01721 40.71354, -74.0162 40.71477, -74.0137 40.71367, -74.0147 40.70978, -74.01596 40.70668, -74.01757 40.70684, -74.01865 40.70533, -74.01949 40.70691)))",8.25,2.78,4.95
"11365",67642,44738,5462,3780,1581,15705,10.36,20775,0.08,8.32,6.83,20099,56.14,37.8,14.65,21.82,1.1,0,0,0,2.95,2.38,9.88,314,1480,1978,69,20.44,23.99,8.15,0.25,44.14,938,19.29,44.11,41.4,"MULTIPOLYGON (((-73.81416 40.74614, -73.80751 40.75014, -73.80288 40.74978, -73.79802 40.74873, -73.79729 40.74943, -73.79566 40.75024, -73.79481 40.74842, -73.7923 40.74837, -73.78121 40.75151, -73.78009 40.75249, -73.77981 40.75189, -73.78001 40.75007, -73.7785 40.74688, -73.77576 40.74337, -73.77286 40.73628, -73.77011 40.73178, -73.77153 40.73152, -73.77355 40.73607, -73.77539 40.73553, -73.77584 40.73649, -73.77693 40.73568, -73.78025 40.73473, -73.7804 40.73399, -73.78821 40.73136, -73.80041 40.72837, -73.81089 40.72717, -73.81228 40.73222, -73.81069 40.73368, -73.81257 40.73454, -73.81239 40.73707, -73.81048 40.73699, -73.80941 40.7386, -73.81013 40.74229, -73.81431 40.74297, -73.81416 40.74614)))",20.66,8.59,2.1
"11205",58872,46843,12497,5040,1454,16459,26.41,21828,0.07,4.06,4.86,21548,13.09,58.4,4.89,52.39,0.52,0.22,0.49,5.23,15.55,6.77,8.26,89,1164,842,11,17.38,44.29,28.44,0.31,6.33,460,65.03,33.75,29.5,"MULTIPOLYGON (((-73.98022 40.70306, -73.97923 40.70577, -73.97616 40.70217, -73.97532 40.703, -73.97588 40.70193, -73.97555 40.69921, -73.97359 40.70043, -73.97331 40.69794, -73.96577 40.69764, -73.96284 40.69804, -73.96105 40.69833, -73.95702 40.69897, -73.95337 40.6994, -73.95181 40.6916, -73.95144 40.68976, -73.95713 40.68846, -73.95727 40.68919, -73.96001 40.68888, -73.96029 40.69035, -73.96519 40.68978, -73.96481 40.68833, -73.97076 40.68764, -73.97214 40.68958, -73.97269 40.68742, -73.97313 40.68962, -73.97386 40.69329, -73.98014 40.69468, -73.98054 40.69825, -73.98022 40.70306)))",37.44,4.5,0.98
"10170",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97711 40.75188, -73.9757 40.75381, -73.97465 40.75337, -73.97556 40.75212, -73.97605 40.75144, -73.97711 40.75188)))",NA,NA,NA
"11429",88300,27454,2185,2293,1452,7356,13.85,13915,0,6.49,12.38,13623,52.47,41.6,19.02,18.9,3.68,0,0.26,0.41,1.59,2.57,13.8,145,680,932,63,13.86,1.88,70.6,0.65,4.48,849,16.22,48.86,39.6,"MULTIPOLYGON (((-73.75408 40.71184, -73.75318 40.71205, -73.75371 40.71332, -73.73538 40.71771, -73.73257 40.7203, -73.73216 40.72005, -73.72966 40.72048, -73.72918 40.71917, -73.72697 40.71072, -73.72689 40.7058, -73.72776 40.70579, -73.72771 40.70156, -73.73235 40.70242, -73.73823 40.70188, -73.74309 40.7024, -73.74331 40.70296, -73.74864 40.70159, -73.75047 40.70564, -73.75246 40.71032, -73.75336 40.7101, -73.75408 40.71184)))",16.31,6.63,3.09
"10003",118161,53977,4081,1103,2331,26043,3.28,32036,0,0.47,1.4,31668,5.07,52.47,3.75,47.2,1.43,0.08,2.59,4.27,27.07,7.46,5.01,9,1128,819,42,8.45,69.13,5.51,0.09,14.46,2160,78.57,23.5,32.5,"MULTIPOLYGON (((-73.99697 40.73141, -73.99362 40.736, -73.99094 40.73967, -73.98773 40.73832, -73.9873 40.7389, -73.98683 40.73794, -73.97986 40.73497, -73.98256 40.73136, -73.98864 40.72293, -73.9926 40.72414, -73.99179 40.72639, -73.99315 40.72787, -73.9996 40.73104, -73.99697 40.73141)))",9.6,3.7,4
"11451",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.79609 40.70329, -73.79358 40.69976, -73.79451 40.69939, -73.79572 40.69901, -73.79841 40.70274, -73.79609 40.70329)))",NA,NA,NA
"11358",68848,36515,3381,3810,1704,13029,7.22,17619,0.18,6.29,6.07,17212,53.28,39.2,13.1,17.57,8.47,0,0.38,0.19,3.86,2.51,4.58,324,1271,2081,187,16.18,33.37,0.41,0.38,47.51,907,19.68,41.04,44.4,"MULTIPOLYGON (((-73.80751 40.76218, -73.80721 40.76829, -73.80536 40.77109, -73.80615 40.77221, -73.80428 40.77206, -73.80398 40.77419, -73.80389 40.7749, -73.79271 40.77379, -73.79163 40.77424, -73.78931 40.76971, -73.78517 40.76143, -73.7859 40.75975, -73.78447 40.75986, -73.78009 40.75249, -73.78121 40.75151, -73.7923 40.74837, -73.79481 40.74842, -73.79566 40.75024, -73.79729 40.74943, -73.79802 40.74873, -73.80288 40.74978, -73.80751 40.75014, -73.80913 40.75027, -73.80751 40.76218)))",19.69,10.58,2.48
"11359",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.78123 40.79149, -73.7807 40.79365, -73.78174 40.79539, -73.78137 40.79491, -73.77885 40.79719, -73.77556 40.79561, -73.77029 40.78838, -73.77414 40.78632, -73.7812 40.78959, -73.78239 40.79138, -73.78123 40.79149)))",NA,NA,NA
"10453",29136,81716,30590,11448,1166,27774,51.45,31780,0.19,4.55,8.79,31145,19.8,66.07,17.46,46.59,1.3,0,1.27,0.46,7.15,4.85,14.92,461,3324,3391,200,69.16,1.48,26.49,0.03,1.48,913,74.31,41.1,31,"MULTIPOLYGON (((-73.92816 40.84549, -73.9239 40.85049, -73.91929 40.85748, -73.91722 40.85601, -73.91616 40.85878, -73.91328 40.85962, -73.91226 40.86019, -73.91093 40.86065, -73.9098 40.86013, -73.90777 40.85961, -73.9068 40.85937, -73.90487 40.85869, -73.89995 40.85742, -73.90078 40.85605, -73.90749 40.8478, -73.91114 40.84506, -73.91526 40.84596, -73.91672 40.84543, -73.9206 40.84629, -73.92269 40.84457, -73.92473 40.84481, -73.92816 40.84549)))",51.44,9.03,1.12
"10016",126628,52886,4232,1563,2630,29200,3.67,36654,0.12,2.23,1.38,36368,4.66,39.95,5.29,31.81,2.71,0.14,3.46,1.74,44.32,4.93,3.13,122,961,822,16,8.16,65.25,3.47,0.09,20.08,2119,83.81,23.59,32.7,"MULTIPOLYGON (((-73.98775 40.74407, -73.98408 40.7491, -73.98182 40.7522, -73.97078 40.74754, -73.96819 40.74725, -73.97157 40.74299, -73.97315 40.74034, -73.9758 40.74064, -73.97372 40.73992, -73.97525 40.73801, -73.98498 40.74209, -73.98453 40.74271, -73.98775 40.74407)))",10.96,3.63,4.01
"11378",77710,38524,3333,3532,1647,12701,7.65,18574,0.11,14.54,7.45,18055,45.05,44.98,13.04,31.29,0.43,0,0.2,0.74,5.88,2.86,5.58,147,1115,1749,94,32.98,53.55,1.28,0.21,10.22,597,24.79,40.34,38.2,"MULTIPOLYGON (((-73.93742 40.73376, -73.93161 40.73683, -73.92583 40.73571, -73.9193 40.73215, -73.91173 40.72996, -73.90847 40.72983, -73.90568 40.72855, -73.90518 40.72896, -73.90071 40.73436, -73.89786 40.73429, -73.89789 40.7336, -73.89596 40.73353, -73.89213 40.73368, -73.89175 40.73448, -73.88857 40.73459, -73.88806 40.73009, -73.8872 40.72818, -73.8872 40.72787, -73.88706 40.72404, -73.88612 40.7218, -73.89769 40.7163, -73.90062 40.71531, -73.90285 40.71379, -73.90801 40.71301, -73.90881 40.7139, -73.9089 40.71306, -73.91304 40.71333, -73.92404 40.71401, -73.92433 40.71557, -73.92271 40.71648, -73.92418 40.72002, -73.9278 40.72649, -73.92906 40.72769, -73.9291 40.7282, -73.93164 40.72922, -73.93742 40.73376)))",17.82,8.06,1.55
"10279",NA,42,0,0,NA,18,0,42,0,0,0,42,0,42.86,0,42.86,0,0,0,0,0,57.14,0,0,0,0,0,0,100,0,0,0,0,100,NA,NA,"MULTIPOLYGON (((-74.00925 40.71326, -74.00767 40.71253, -74.0081 40.712, -74.00967 40.71272, -74.00925 40.71326)))",0,0,0
"11418",68920,38405,5712,3445,1516,10907,15.14,18589,0.26,10.15,10.81,17914,36.8,52.91,9.87,41.78,1.11,0,0.4,0.48,5.77,3.23,4.85,390,1910,2368,83,46.1,14.97,7.19,0.63,23.53,833,33.52,43.22,36.1,"MULTIPOLYGON (((-73.85475 40.70677, -73.84952 40.70839, -73.84568 40.70848, -73.84302 40.70918, -73.84144 40.70896, -73.83674 40.71079, -73.83611 40.71147, -73.83405 40.71003, -73.83418 40.70867, -73.83619 40.70757, -73.83498 40.7071, -73.83302 40.70257, -73.83234 40.70076, -73.83152 40.70139, -73.82154 40.70373, -73.82202 40.70521, -73.82008 40.70503, -73.81831 40.70616, -73.81648 40.70245, -73.81372 40.69715, -73.81911 40.69576, -73.82091 40.69583, -73.83751 40.6913, -73.84427 40.68937, -73.84797 40.69685, -73.85166 40.70048, -73.85069 40.70209, -73.85215 40.70225, -73.85464 40.70529, -73.85475 40.70677)))",23.84,12.37,2.17
"10167",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97535 40.7553, -73.97373 40.75462, -73.97521 40.75442, -73.97581 40.75468, -73.97535 40.7553)))",NA,NA,NA
"10153",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97302 40.76428, -73.97141 40.76359, -73.97187 40.76296, -73.97346 40.76366, -73.97302 40.76428)))",NA,NA,NA
"11204",53093,76395,15845,10461,1420,23397,24.62,31887,0.19,8.4,8.21,30773,31.75,51.03,6.92,43.31,0.68,0,0.33,0.83,12.44,3.24,6.93,349,2346,3167,83,11.17,52.71,1.1,0.28,32.68,1302,43.57,39.64,34.7,"MULTIPOLYGON (((-73.99728 40.61971, -73.99255 40.62427, -73.98143 40.63495, -73.97897 40.63348, -73.98014 40.63235, -73.97816 40.63028, -73.97725 40.63071, -73.97919 40.62938, -73.97658 40.62757, -73.97624 40.62598, -73.97608 40.62157, -73.97695 40.6216, -73.9753 40.62091, -73.97299 40.60881, -73.97403 40.6087, -73.98725 40.60724, -73.98745 40.60806, -73.9946 40.61157, -74.00082 40.61631, -73.99728 40.61971)))",34.43,7.78,1.7
"10308",103027,29512,1287,1021,1753,10544,4.11,13835,0,9.06,6.35,13663,67.69,27.53,19.19,3.72,0.98,3.24,0.07,0.43,1.35,2.44,5.8,74,151,392,26,8.69,84.64,1.06,0.09,4.99,744,8.68,46.88,43,"MULTIPOLYGON (((-74.16378 40.56032, -74.15685 40.5628, -74.15463 40.56554, -74.1517 40.56786, -74.14313 40.56051, -74.13966 40.55865, -74.14554 40.55385, -74.1437 40.55325, -74.14055 40.55485, -74.1385 40.55344, -74.13776 40.55388, -74.13456 40.55125, -74.13737 40.54958, -74.13864 40.54847, -74.13701 40.54697, -74.13568 40.54637, -74.1397 40.54415, -74.14147 40.54225, -74.14217 40.53729, -74.14517 40.53576, -74.14723 40.53579, -74.14973 40.53727, -74.15178 40.5377, -74.15919 40.54523, -74.15937 40.54733, -74.16211 40.54591, -74.16077 40.54737, -74.16117 40.54919, -74.1621 40.54908, -74.16339 40.55332, -74.16494 40.56011, -74.16378 40.56032)))",7.82,2.18,2.52
"10007",224063,7408,142,146,3394,2802,2.11,4120,0,1.26,0,4120,5.7,58.06,1.46,54.39,2.21,0,2.48,1.33,27.91,4.51,2.04,8,0,6,0,11.69,68.35,7.82,0,10.27,143,73.48,25,35.1,"MULTIPOLYGON (((-74.01338 40.71441, -74.01273 40.71711, -74.00794 40.71493, -74.00625 40.71708, -74.00453 40.71628, -74.00542 40.71524, -74.00309 40.71396, -74.00212 40.71516, -74.00046 40.71437, -74.00089 40.71301, -74.00377 40.71188, -74.00486 40.71245, -74.00559 40.71217, -74.0086 40.71139, -74.00999 40.70981, -74.01012 40.71208, -74.0137 40.71367, -74.01338 40.71441), (-74.00967 40.71272, -74.0081 40.712, -74.00767 40.71253, -74.00925 40.71326, -74.00967 40.71272)))",3.89,0.19,1.93
"11421",73107,41251,4259,3711,1662,11549,14.84,20270,0.03,8.73,8.16,19740,35.43,57.36,7.92,48.21,0.99,0,0.23,0.26,3.24,2.88,6.63,311,1386,2425,241,59.04,16.08,2.51,0.16,19.64,956,28.87,45.6,37.8,"MULTIPOLYGON (((-73.86931 40.69935, -73.86916 40.70289, -73.86325 40.70339, -73.85815 40.7029, -73.85858 40.70124, -73.85529 40.70184, -73.85529 40.7026, -73.85215 40.70225, -73.85069 40.70209, -73.85166 40.70048, -73.84797 40.69685, -73.84427 40.68937, -73.86629 40.68319, -73.86872 40.69462, -73.86892 40.69515, -73.8708 40.69788, -73.86931 40.69935)))",19.32,10.58,2.32
"10177",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97652 40.75497, -73.97535 40.7553, -73.97581 40.75468, -73.97652 40.75497)))",NA,NA,NA
"10111",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97845 40.75906, -73.97674 40.75916, -73.9772 40.75854, -73.97845 40.75906)))",NA,NA,NA
"10152",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.97261 40.75906, -73.97099 40.75837, -73.97145 40.75775, -73.97307 40.75843, -73.97261 40.75906)))",NA,NA,NA
"10017",131045,15846,1028,751,2485,9663,1.36,10852,0.02,1.31,1.87,10761,5.91,38.6,2.82,32.7,2.73,0.35,2.48,0.47,43.69,8.85,3.03,237,60,452,0,5.18,69.51,1.98,0,21.29,1008,79.88,23.89,39.6,"MULTIPOLYGON (((-73.98089 40.75348, -73.9804 40.75415, -73.97878 40.75348, -73.97833 40.7541, -73.97994 40.75478, -73.97812 40.75728, -73.97765 40.75791, -73.97444 40.75656, -73.9749 40.75593, -73.97535 40.7553, -73.97652 40.75497, -73.97697 40.75435, -73.9757 40.75381, -73.97521 40.75442, -73.97373 40.75462, -73.97328 40.75524, -73.97282 40.75587, -73.96616 40.75388, -73.96482 40.7525, -73.96471 40.75172, -73.96819 40.74725, -73.97078 40.74754, -73.98182 40.7522, -73.98089 40.75348), (-73.9757 40.75381, -73.97711 40.75188, -73.97768 40.75212, -73.97837 40.75242, -73.97929 40.7528, -73.97977 40.75214, -73.97816 40.75146, -73.97653 40.75077, -73.97605 40.75144, -73.97445 40.75077, -73.97396 40.75144, -73.97556 40.75212, -73.97465 40.75337, -73.9757 40.75381)))",11.23,4.73,6.36
"11003",104349,44572,2517,2446,1792,12208,6.24,23582,0.17,5.98,10.39,23067,75.16,20.5,6.85,7.91,5.61,0,0.51,0.18,2.2,1.15,6.01,301,778,1118,44,20.06,15.88,45.87,0.11,13.36,1092,6.83,38.92,39.1,"MULTIPOLYGON (((-73.72918 40.71917, -73.72239 40.72087, -73.72175 40.71911, -73.71989 40.71807, -73.71977 40.71631, -73.716 40.716, -73.71423 40.71631, -73.71382 40.71785, -73.71053 40.71785, -73.71026 40.71686, -73.70743 40.71594, -73.70824 40.71356, -73.70485 40.7126, -73.7013 40.71093, -73.69727 40.71257, -73.69627 40.7134, -73.69075 40.71294, -73.69093 40.71226, -73.68793 40.71155, -73.68601 40.71193, -73.68421 40.70628, -73.68428 40.7008, -73.68509 40.7008, -73.68664 40.69512, -73.6911 40.69344, -73.6895 40.69092, -73.69116 40.68665, -73.69221 40.68676, -73.6924 40.68619, -73.69511 40.68687, -73.69952 40.68619, -73.70262 40.68702, -73.7061 40.68366, -73.70785 40.68366, -73.71385 40.68634, -73.72114 40.68812, -73.72489 40.68727, -73.72593 40.68623, -73.7265 40.69689, -73.72752 40.6972, -73.72771 40.70156, -73.72776 40.70579, -73.72689 40.7058, -73.72697 40.71072, -73.72918 40.71917)))",11.13,5.03,2.45
"10012",106467,23318,2451,1070,2267,12181,4.46,14659,0.12,1.38,0.96,14497,5.04,51.43,1.99,46.92,2.32,0,2.32,5.08,26.5,8.98,4.13,24,390,620,54,7.75,68.8,2.37,0,18.22,1149,82.05,22.24,34.1,"MULTIPOLYGON (((-74.00373 40.72625, -74.00315 40.72766, -74.00095 40.73171, -73.9996 40.73104, -73.99315 40.72787, -73.99179 40.72639, -73.9926 40.72414, -73.99403 40.72032, -74.00438 40.72405, -74.00373 40.72625)))",15.1,4.67,4.93
"11233",44905,79439,21418,7154,1260,30567,28.24,35168,0.06,4.17,9.17,34715,18.41,71.53,6.65,63.93,0.89,0,1.04,1.36,3.83,3.47,5.62,322,3014,2539,273,15.25,8.7,72.16,0.11,1.87,1145,65.14,41.85,33.2,"MULTIPOLYGON (((-73.93822 40.68389, -73.93223 40.68491, -73.91806 40.68661, -73.918 40.68697, -73.91805 40.68721, -73.91605 40.68607, -73.90405 40.67922, -73.90347 40.6789, -73.90469 40.67794, -73.90348 40.67551, -73.91487 40.67053, -73.92004 40.66914, -73.91838 40.669, -73.92275 40.6671, -73.92439 40.66638, -73.92554 40.66849, -73.925 40.67474, -73.93046 40.67582, -73.92906 40.67928, -73.93435 40.67956, -73.9374 40.67973, -73.93822 40.68389)))",35.97,7.74,1.44
"11239",29172,12772,3161,1865,718,6705,38,4678,0,1.2,12.46,4333,30.07,59.82,22.29,35.24,2.28,0,0,0.35,7.36,1.89,6.22,99,176,202,69,18.35,20.3,56.44,0.52,3.71,298,65.52,51.68,50.6,"MULTIPOLYGON (((-73.87675 40.65261, -73.8729 40.65494, -73.86822 40.65692, -73.86669 40.65293, -73.87154 40.64952, -73.87334 40.64932, -73.87519 40.65028, -73.87675 40.65261)), ((-73.88999 40.65114, -73.88221 40.6545, -73.87844 40.64933, -73.8761 40.64621, -73.87489 40.64509, -73.87601 40.64342, -73.87881 40.63794, -73.87954 40.63886, -73.88074 40.63961, -73.88959 40.64811, -73.89125 40.65003, -73.88999 40.65114)))",39.35,4.27,2.33
"10006",179044,3092,104,26,3183,1729,0,2397,0,2.46,0,2329,4.85,58.22,0,53.71,4.51,0,0,1.63,29.28,6.01,4.96,0,20,55,0,10.83,64.52,3.2,0,16.04,21,80.45,26.21,33.9,"MULTIPOLYGON (((-74.0147 40.70978, -74.0137 40.71367, -74.01012 40.71208, -74.00999 40.70981, -74.01054 40.70915, -74.01085 40.7088, -74.01125 40.7083, -74.01251 40.70677, -74.01325 40.70587, -74.01596 40.70668, -74.0147 40.70978)))",4.2,2.43,0.68
"10457",29767,74822,27330,11367,1184,24777,50.45,28454,0.03,4.64,7.41,27239,20.69,66.74,21.08,42.81,2.73,0,1.41,0.24,6.7,3.4,12.03,605,2958,3520,81,67.16,1.24,29.38,0.12,0.92,865,72.7,42.15,30,"MULTIPOLYGON (((-73.91193 40.84327, -73.91114 40.84506, -73.90749 40.8478, -73.90078 40.85605, -73.89995 40.85742, -73.89601 40.8556, -73.89478 40.85593, -73.88723 40.85249, -73.88803 40.851, -73.88382 40.8515, -73.8848 40.84931, -73.89217 40.84105, -73.89537 40.84289, -73.89337 40.8464, -73.89618 40.84666, -73.89664 40.8435, -73.90057 40.83659, -73.90598 40.8385, -73.90561 40.83984, -73.90531 40.84045, -73.905 40.84253, -73.90955 40.84304, -73.90891 40.83838, -73.90946 40.83706, -73.90988 40.83871, -73.91139 40.83787, -73.91314 40.83981, -73.91193 40.84327)))",51.72,9.57,1.16
"10459",29284,48780,16247,8083,1040,16868,46.15,18908,0.06,5.19,7.09,18392,21.67,64.57,12.62,50.44,1.51,0,0.99,0.53,8.22,3.45,11.52,261,2175,2072,120,68.82,1.73,27.96,0.18,0.55,385,68,41.49,32.4,"MULTIPOLYGON (((-73.90267 40.8208, -73.90199 40.82244, -73.90054 40.82594, -73.8998 40.82768, -73.89884 40.83175, -73.89637 40.83351, -73.89419 40.83329, -73.89416 40.83498, -73.89313 40.83342, -73.88524 40.83049, -73.88474 40.83234, -73.88222 40.83546, -73.87998 40.83468, -73.88358 40.82951, -73.88356 40.82894, -73.88453 40.82565, -73.88441 40.82297, -73.88741 40.82254, -73.88797 40.82226, -73.89045 40.82064, -73.89543 40.81584, -73.90002 40.81859, -73.90211 40.8185, -73.90299 40.82003, -73.90267 40.8208)))",49.88,9.49,0.79
"10110",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-73.98362 40.75552, -73.9804 40.75415, -73.98089 40.75348, -73.98412 40.75484, -73.98362 40.75552)))",NA,NA,NA
