"GEOID","medincome","total_pop1","fpl_100","fpl_100to150","median_rent","total_hholds1","hholds_snap","over16total_industry1","ag_industry","construct_industry","transpo_and_utilities_industry","total_commute1","drove_commute","pubtrans_total_commute","pubtrans_bus_commute","pubtrans_subway_commute","pubtrans_railroad_commute","pubtrans_ferry_commute","taxi_commute","bicycle_commute","walked_commute","workhome_commute","unemployed","under19_noinsurance","age19_34_noinsurance","age35_64_noinsurance","age65plus_noinsurance","hisplat_raceethnic","nonhispLat_white_raceethnic","nonhispLat_black_raceethnic","nonhispLat_amerindian_raceethnic","nonhispLat_asian_raceethnic","age65_plus","no_vehicles","time_to_work","median_age","geometry","fpl_150","not_insured","age65_plus_share"
"11422",88130,32761,2073,1675,1775,9964,13.12,16948,0,4.48,11.58,16568,61.78,33.47,14.2,13.78,5.4,0,1.12,0,1.64,1.4,6.34,119,680,794,21,10.9,3.15,81.18,0.38,2.13,695,18.1,49.7,40,"MULTIPOLYGON (((-73.75162 40.64723, -73.74835 40.64536, -73.7461 40.64905, -73.74839 40.65085, -73.74892 40.65343, -73.74813 40.65463, -73.74855 40.65618, -73.74705 40.65749, -73.74496 40.65817, -73.74244 40.66087, -73.74002 40.66475, -73.73856 40.6664, -73.74193 40.66684, -73.74195 40.6685, -73.74089 40.67018, -73.74004 40.66987, -73.739 40.67156, -73.73984 40.67187, -73.73879 40.67355, -73.73794 40.67325, -73.734 40.68043, -73.73222 40.68512, -73.72586 40.68322, -73.72563 40.67959, -73.72807 40.67161, -73.72822 40.66596, -73.72787 40.66469, -73.72783 40.66398, -73.72833 40.66304, -73.72644 40.65916, -73.72487 40.65345, -73.7252 40.65232, -73.73105 40.65023, -73.73513 40.64973, -73.74144 40.64689, -73.74143 40.6405, -73.74228 40.64012, -73.73947 40.63571, -73.73996 40.63514, -73.74265 40.63504, -73.74127 40.63726, -73.74236 40.63809, -73.74418 40.63736, -73.74602 40.63521, -73.748 40.63463, -73.74626 40.64049, -73.7489 40.64516, -73.75162 40.64723)))",11.44,4.93,2.12
"10035",29799,36048,12833,4695,863,14524,19.59,14116,0,1.52,5.74,14031,9.4,73.9,7.8,64.59,1.13,0.19,0.68,1.68,9.34,4.28,9.8,197,1601,1781,4,45.61,11.48,36.27,0.16,3.7,370,81.3,35.17,36.1,"MULTIPOLYGON (((-73.93551 40.7859, -73.93087 40.79109, -73.92651 40.79087, -73.92827 40.7923, -73.92696 40.79524, -73.9276 40.79803, -73.9256 40.802, -73.92189 40.80153, -73.92037 40.79943, -73.9152 40.7968, -73.91377 40.7939, -73.91519 40.79195, -73.91848 40.78943, -73.92216 40.7855, -73.92281 40.7836, -73.92712 40.78108, -73.93543 40.78325, -73.93551 40.7859)), ((-73.94467 40.80313, -73.94613 40.80388, -73.9443 40.80639, -73.94177 40.80709, -73.9404 40.80896, -73.93995 40.80958, -73.93672 40.80822, -73.93465 40.80668, -73.93322 40.80725, -73.93094 40.80474, -73.92893 40.80086, -73.92926 40.79587, -73.93109 40.79409, -73.93266 40.79573, -73.93541 40.796, -73.94646 40.80066, -73.94467 40.80313)))",48.62,9.94,1.03
"10018",122484,8806,1245,357,3371,4727,4.72,6254,0,3.58,0.91,6163,3.41,46.96,3.76,40.47,2.45,0,2.92,0.49,40.21,5.42,3.63,0,170,357,25,16.07,48.42,4.86,0,27.5,110,86.35,25.27,33.2,"MULTIPOLYGON (((-74.0072 40.75927, -74.00474 40.75903, -74.00172 40.76221, -74.00104 40.76197, -74.00162 40.76135, -73.99694 40.75938, -73.99862 40.75874, -73.9968 40.75779, -73.99438 40.75838, -73.9846 40.75418, -73.98504 40.75355, -73.98182 40.7522, -73.98408 40.7491, -73.99013 40.75166, -73.98969 40.75228, -73.99253 40.75347, -73.99298 40.75285, -73.99866 40.75525, -73.99821 40.75587, -74.0015 40.75645, -74.00007 40.7584, -74.00284 40.75969, -74.00559 40.75589, -74.00615 40.75619, -74.00496 40.75787, -74.0072 40.75927)))",18.19,6.27,1.25
"11208",42403,101313,25888,11533,1287,33316,28.99,41394,0.19,6.89,13.07,40743,27.43,64.57,6.92,56.34,1.05,0,0.36,0.16,4.85,2.08,5.84,220,2077,3006,194,40.58,2.71,48.89,0.03,6.01,1246,59.61,41.43,32.3,"MULTIPOLYGON (((-73.88961 40.68421, -73.88452 40.68669, -73.88378 40.68786, -73.87946 40.69123, -73.87402 40.69419, -73.86892 40.69515, -73.86872 40.69462, -73.86629 40.68319, -73.8641 40.68237, -73.86335 40.67935, -73.86235 40.67916, -73.86132 40.67502, -73.86039 40.67127, -73.85763 40.67166, -73.85568 40.66387, -73.85843 40.66345, -73.85761 40.66012, -73.86036 40.65965, -73.86317 40.65828, -73.86048 40.65466, -73.85975 40.6541, -73.85654 40.64992, -73.85793 40.64693, -73.8563 40.64464, -73.85647 40.64368, -73.86141 40.64264, -73.86588 40.64, -73.86827 40.63984, -73.87008 40.64417, -73.87243 40.64535, -73.87338 40.64682, -73.87489 40.64509, -73.8761 40.64621, -73.87844 40.64933, -73.8762 40.6507, -73.87973 40.65556, -73.87611 40.65713, -73.87968 40.66117, -73.87883 40.66154, -73.8836 40.6679, -73.8865 40.68335, -73.88819 40.68256, -73.88961 40.68421), (-73.87519 40.65028, -73.87334 40.64932, -73.87154 40.64952, -73.86669 40.65293, -73.86822 40.65692, -73.8729 40.65494, -73.87675 40.65261, -73.87519 40.65028)))",36.94,5.43,1.23
"10473",41508,59579,15623,6087,941,21189,32.01,22906,0.14,3.06,10.87,22392,40.11,50.78,18.4,31.52,0.37,0.06,1.52,0.06,5.39,1.44,8.44,198,1453,1374,109,61.29,2.78,33.29,0.15,1.36,724,46.06,44.6,35.7,"MULTIPOLYGON (((-73.88441 40.82297, -73.847 40.828, -73.84525 40.82846, -73.84392 40.82845, -73.84281 40.82864, -73.84267 40.82804, -73.84007 40.82123, -73.84021 40.81994, -73.84205 40.81863, -73.84433 40.81485, -73.84548 40.81198, -73.84685 40.81071, -73.84889 40.81305, -73.85285 40.81445, -73.853 40.81369, -73.85093 40.81352, -73.84936 40.81231, -73.84921 40.81096, -73.85029 40.80848, -73.84848 40.80713, -73.84764 40.80513, -73.84995 40.80529, -73.85017 40.80449, -73.85431 40.80443, -73.85802 40.80541, -73.85903 40.80995, -73.86048 40.80949, -73.86249 40.81029, -73.86746 40.81065, -73.8711 40.81464, -73.87751 40.81659, -73.88055 40.81847, -73.88433 40.82261, -73.88441 40.82297)))",36.44,5.26,1.22
"10027",51938,64988,14686,4648,1249,23956,11.46,29040,0,2.11,2.64,28405,9.08,62.38,6.86,53.59,1.83,0.01,0.81,1.98,16.2,9.11,6.39,50,1930,1623,44,26.3,26.33,34.35,0.25,9.38,1100,76.79,30.28,31.1,"MULTIPOLYGON (((-73.96442 40.81076, -73.96348 40.81037, -73.96306 40.81095, -73.96402 40.81133, -73.9614 40.81515, -73.96128 40.81661, -73.96069 40.81751, -73.96207 40.8181, -73.96298 40.81851, -73.96001 40.82042, -73.95227 40.81722, -73.94973 40.81792, -73.94762 40.82005, -73.94808 40.82211, -73.94608 40.82126, -73.94868 40.81569, -73.94449 40.81313, -73.94251 40.81279, -73.9418 40.81282, -73.9434 40.81063, -73.9404 40.80896, -73.94177 40.80709, -73.9443 40.80639, -73.94613 40.80388, -73.94467 40.80313, -73.9535 40.80698, -73.95681 40.80755, -73.95497 40.81006, -73.95781 40.81126, -73.95709 40.81008, -73.95983 40.80543, -73.96201 40.80551, -73.96485 40.80671, -73.9639 40.808, -73.9659 40.80881, -73.96442 40.81076)))",29.75,5.61,1.69
"11691",50267,68543,12845,7395,1235,20712,35.27,26627,0.15,6.49,9.54,26048,50.48,38.26,16.92,19.41,1.65,0.07,0.94,0.4,6.49,2.43,9.7,738,2478,2465,95,26.93,22.97,44.86,0,3.16,1360,41.42,47.07,30.8,"MULTIPOLYGON (((-73.78915 40.59751, -73.78399 40.6021, -73.78314 40.60359, -73.78395 40.60488, -73.77936 40.60925, -73.77526 40.60972, -73.77413 40.60875, -73.77426 40.60746, -73.77604 40.60252, -73.77703 40.60167, -73.77825 40.60036, -73.78014 40.60071, -73.782 40.59894, -73.7811 40.5976, -73.78005 40.59686, -73.7774 40.59878, -73.77635 40.60095, -73.77497 40.60174, -73.7742 40.59899, -73.77305 40.59788, -73.76942 40.59825, -73.76819 40.59783, -73.77098 40.59889, -73.77118 40.6004, -73.77019 40.60275, -73.77056 40.60484, -73.76909 40.60958, -73.77397 40.61211, -73.77345 40.61365, -73.76682 40.61429, -73.76345 40.61369, -73.76002 40.61135, -73.75473 40.61041, -73.74822 40.61201, -73.74694 40.61178, -73.74563 40.61176, -73.74307 40.60789, -73.73815 40.60271, -73.73831 40.59821, -73.73764 40.59441, -73.73928 40.59448, -73.74083 40.59461, -73.74663 40.5943, -73.75116 40.59181, -73.75189 40.5913, -73.75527 40.59086, -73.75527 40.59089, -73.75603 40.59089, -73.76754 40.59081, -73.76964 40.5908, -73.77023 40.59398, -73.77445 40.59294, -73.77948 40.59263, -73.7795 40.59109, -73.78142 40.59077, -73.78163 40.59222, -73.78506 40.5922, -73.78337 40.59272, -73.78361 40.59514, -73.7848 40.5977, -73.78915 40.59751)))",29.53,8.43,1.98
"11425",NA,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,"MULTIPOLYGON (((-74.02477 40.60968, -74.0243 40.60946, -74.0215 40.60783, -74.0236 40.60561, -74.0248 40.60608, -74.02419 40.6068, -74.0263 40.60804, -74.02477 40.60968)))",NA,NA,NA
"11355",42507,80987,17517,12768,1444,27771,16.59,37390,0.03,6.33,7.81,36514,37.44,44.3,17.19,26.06,1.05,0,0.13,0.35,15.31,1.6,3.32,1145,4398,8958,913,15.47,7.21,2.75,0.48,72.49,1195,54.01,38.43,43.1,"MULTIPOLYGON (((-73.83792 40.75454, -73.82974 40.75875, -73.81609 40.76252, -73.8126 40.76315, -73.80751 40.76218, -73.80913 40.75027, -73.80751 40.75014, -73.81416 40.74614, -73.81431 40.74297, -73.81013 40.74229, -73.80941 40.7386, -73.81322 40.73876, -73.81506 40.73899, -73.81513 40.73992, -73.81653 40.7396, -73.8212 40.74092, -73.82498 40.74311, -73.82708 40.74264, -73.83593 40.7435, -73.83463 40.7469, -73.833 40.74783, -73.8323 40.75194, -73.8356 40.75139, -73.83792 40.75454)))",37.39,19.03,1.48
"10471",88722,22422,1784,725,1600,8817,6.08,10061,0.26,3.28,3.02,9844,42.67,43.62,12.22,23.3,7.82,0,0.44,0.16,5.93,6.8,6.81,100,324,320,71,24.24,57.81,9.74,0,5.11,1066,27.5,41.26,43.9,"MULTIPOLYGON (((-73.91976 40.89113, -73.91815 40.89411, -73.91512 40.90312, -73.91429 40.90424, -73.91159 40.91403, -73.91052 40.91528, -73.89725 40.91165, -73.89663 40.91132, -73.88612 40.90802, -73.88651 40.90706, -73.88617 40.90257, -73.88634 40.90012, -73.88496 40.89879, -73.88467 40.89608, -73.88764 40.88977, -73.89478 40.88717, -73.89571 40.88578, -73.89984 40.88654, -73.90237 40.88725, -73.90286 40.88916, -73.90551 40.89019, -73.90626 40.88757, -73.90906 40.88951, -73.9129 40.88975, -73.91634 40.89129, -73.91669 40.8869, -73.91398 40.88637, -73.91604 40.88487, -73.91876 40.88557, -73.9187 40.88688, -73.92096 40.88729, -73.91976 40.89113)))",11.19,3.63,4.75
"11234",85807,93534,7016,6201,1508,31743,11.03,43818,0.13,5.14,8.29,42988,49.02,43.45,16.85,26.25,0.33,0,0.35,0.41,3.09,3,5.95,408,1890,2364,209,11.09,37.24,42.94,0.13,7.19,2712,23.97,46.76,40.7,"MULTIPOLYGON (((-73.94483 40.61605, -73.93999 40.62116, -73.94027 40.62262, -73.93723 40.62296, -73.93546 40.62387, -73.9369 40.62523, -73.93432 40.62489, -73.93345 40.6257, -73.93462 40.62775, -73.93487 40.63009, -73.93389 40.63015, -73.93415 40.63249, -73.93512 40.63243, -73.93439 40.63483, -73.93223 40.63496, -73.93158 40.63539, -73.92608 40.63816, -73.92333 40.6399, -73.92221 40.64106, -73.9216 40.64048, -73.91958 40.6414, -73.91885 40.63448, -73.92041 40.63347, -73.9186 40.6321, -73.91692 40.63167, -73.90651 40.62713, -73.89826 40.62299, -73.90016 40.62168, -73.89702 40.62157, -73.89664 40.62111, -73.88733 40.60957, -73.88875 40.60891, -73.89153 40.60929, -73.89855 40.60533, -73.89874 40.60389, -73.88493 40.6047, -73.87855 40.58988, -73.87854 40.58719, -73.87669 40.58492, -73.87971 40.58013, -73.88174 40.57915, -73.88705 40.57807, -73.89115 40.57784, -73.8957 40.57664, -73.89688 40.57964, -73.89637 40.58224, -73.89695 40.58359, -73.90874 40.5816, -73.91184 40.58176, -73.9165 40.58173, -73.92294 40.58339, -73.92965 40.58344, -73.93184 40.58308, -73.9301 40.5845, -73.93137 40.58607, -73.92595 40.58501, -73.91994 40.58465, -73.91766 40.58561, -73.91799 40.58653, -73.92957 40.59682, -73.92813 40.59778, -73.93355 40.60269, -73.92987 40.60507, -73.93351 40.60834, -73.93423 40.6079, -73.93605 40.60951, -73.93754 40.60856, -73.93935 40.61019, -73.94298 40.61345, -73.94375 40.61295, -73.94431 40.61341, -73.94483 40.61605)))",14.13,5.21,2.9
"11361",87892,27201,2160,1569,1843,9908,6.5,14024,0,5.36,6.21,13602,59.24,32.37,7.32,11.72,13.33,0,0.32,0,5.43,2.44,3.63,201,493,891,22,12.5,40.89,4.19,0,41.29,892,11.99,39.2,43.8,"MULTIPOLYGON (((-73.78931 40.76971, -73.77886 40.7728, -73.77481 40.77367, -73.77447 40.7721, -73.77349 40.77231, -73.77384 40.77385, -73.77158 40.77431, -73.76984 40.77261, -73.76545 40.77358, -73.7635 40.77286, -73.75888 40.76912, -73.75864 40.76736, -73.75377 40.7653, -73.75921 40.76432, -73.75836 40.7635, -73.758 40.76038, -73.76009 40.75995, -73.75955 40.75914, -73.75763 40.76011, -73.75732 40.75904, -73.75902 40.75835, -73.76038 40.75584, -73.75847 40.7533, -73.75944 40.7524, -73.76193 40.75577, -73.76186 40.75652, -73.76832 40.75547, -73.7721 40.75448, -73.77618 40.75289, -73.77981 40.75189, -73.78009 40.75249, -73.78447 40.75986, -73.7859 40.75975, -73.78517 40.76143, -73.78931 40.76971)))",13.71,5.91,3.28
"11004",95436,15098,857,683,1613,5248,4.95,7215,0,4.81,9.36,6998,72.71,19.38,7.65,8.97,2.76,0,0,0.24,4.99,2.54,4.81,41,17,212,0,11.81,33.51,6.14,0.5,42.98,416,7.55,36.71,44.7,"MULTIPOLYGON (((-73.72212 40.75521, -73.72149 40.75643, -73.71775 40.75535, -73.71541 40.75568, -73.71403 40.75462, -73.71277 40.75191, -73.70782 40.75622, -73.70527 40.75477, -73.7101 40.75059, -73.70795 40.7492, -73.7045 40.75098, -73.70288 40.74663, -73.70379 40.74644, -73.70242 40.74276, -73.70107 40.74307, -73.70084 40.7409, -73.70166 40.74072, -73.70098 40.7389, -73.70832 40.73733, -73.70846 40.73508, -73.70922 40.73714, -73.71371 40.73617, -73.71741 40.74351, -73.71989 40.74937, -73.72182 40.75112, -73.7211 40.75207, -73.72293 40.75413, -73.72212 40.75521)))",10.2,1.79,2.76
"10013",113191,28799,2890,1436,1692,12026,14.46,16070,0.09,0.4,1.33,15648,5.55,46.52,1.21,42.96,1.99,0.19,3.93,2.28,29.64,10.61,3.32,187,400,529,41,6.65,54.02,3.45,0.31,31.37,1059,73.43,22.73,37.9,"MULTIPOLYGON (((-74.01622 40.72127, -74.01254 40.7215, -74.01198 40.72433, -74.00962 40.72756, -74.00554 40.72716, -74.00373 40.72625, -74.00438 40.72405, -73.99403 40.72032, -73.99481 40.71846, -73.99606 40.71623, -73.9975 40.71407, -73.99858 40.71347, -74.00046 40.71437, -74.00212 40.71516, -74.00453 40.71628, -74.00625 40.71708, -74.00794 40.71493, -74.01273 40.71711, -74.01229 40.71904, -74.01305 40.71909, -74.01267 40.72086, -74.01622 40.72127)))",15.02,4.02,3.68
"11215",132091,69873,4927,1867,2270,28445,4.85,41229,0.07,2.41,1.27,40615,10.24,68.48,1.24,66.53,0.63,0,0.28,3.42,8.18,8.97,3.67,230,808,936,6,15,67.62,3.9,0.08,8.04,2192,51.83,36.12,36.5,"MULTIPOLYGON (((-74.00214 40.65296, -73.99284 40.66191, -73.99167 40.66303, -73.9958 40.66552, -73.99484 40.6668, -73.99846 40.67157, -73.99862 40.67183, -73.99527 40.67578, -73.9908 40.67578, -73.98856 40.67956, -73.98786 40.68003, -73.98261 40.67805, -73.97086 40.67273, -73.97041 40.67262, -73.97182 40.67063, -73.97965 40.66124, -73.98017 40.66116, -73.97516 40.65872, -73.97675 40.65551, -73.97977 40.65723, -73.9818 40.65525, -73.98029 40.6473, -73.9818 40.64713, -73.98906 40.64412, -73.99398 40.6471, -73.99828 40.64973, -73.99782 40.65028, -74.00214 40.65296)))",9.72,2.83,3.14
"10461",58305,49690,7490,4329,1413,18862,16.33,23105,0.29,6.55,7.81,22567,41.93,45.7,8.51,35.58,1.15,0,0.91,0.51,7.22,2.65,7.99,198,1542,1604,58,48.16,30.72,7.52,0.13,11.74,956,36.84,40.36,38.4,"MULTIPOLYGON (((-73.86179 40.85798, -73.85664 40.85812, -73.84931 40.85872, -73.84329 40.85829, -73.83682 40.85728, -73.83552 40.8564, -73.83309 40.85614, -73.83277 40.85695, -73.83248 40.8564, -73.83199 40.85674, -73.82837 40.86095, -73.82616 40.85558, -73.82691 40.85059, -73.82549 40.84584, -73.82496 40.84611, -73.82518 40.8427, -73.82624 40.84299, -73.82584 40.83706, -73.82601 40.83402, -73.83117 40.8311, -73.82836 40.83328, -73.82923 40.83445, -73.83224 40.83527, -73.83531 40.83389, -73.83639 40.83584, -73.83844 40.83513, -73.83832 40.84065, -73.83936 40.84088, -73.8396 40.83827, -73.83932 40.83577, -73.83933 40.83355, -73.84228 40.83127, -73.84441 40.8306, -73.84421 40.83134, -73.83996 40.8349, -73.84003 40.83566, -73.84323 40.83523, -73.84591 40.83627, -73.8529 40.84107, -73.85334 40.84247, -73.85521 40.84297, -73.85113 40.84411, -73.853 40.84529, -73.86192 40.85678, -73.86179 40.85798)))",23.79,6.85,1.92
"10306",80834,53877,4930,3400,1374,20189,9.79,25584,0,7.44,8.39,25173,65.38,28.91,19.88,3.54,1.28,4.15,0.38,0.02,2.03,2.67,4.55,188,938,902,13,15.59,72.06,3.07,0.05,7.18,1394,16.34,42.99,43.8,"MULTIPOLYGON (((-74.16983 40.57088, -74.15477 40.57925, -74.15253 40.58062, -74.14632 40.58607, -74.14583 40.58856, -74.13867 40.58902, -74.13394 40.5863, -74.13352 40.58425, -74.13072 40.58304, -74.12942 40.58368, -74.1291 40.58629, -74.12778 40.58745, -74.12782 40.58944, -74.12638 40.59072, -74.12628 40.59345, -74.12264 40.59942, -74.12077 40.60067, -74.1206 40.60181, -74.11958 40.60182, -74.11943 40.59836, -74.11664 40.59906, -74.11684 40.60189, -74.11487 40.60214, -74.11302 40.60014, -74.1113 40.59821, -74.11131 40.59706, -74.11325 40.5961, -74.11431 40.59664, -74.11648 40.59459, -74.12017 40.58822, -74.12311 40.5851, -74.11915 40.58151, -74.11829 40.57819, -74.11749 40.57776, -74.11542 40.57863, -74.11392 40.58051, -74.10778 40.58435, -74.10088 40.59018, -74.10208 40.58874, -74.09849 40.58711, -74.10198 40.58458, -74.09772 40.58181, -74.09617 40.58304, -74.092 40.58089, -74.09344 40.57905, -74.08897 40.57715, -74.08986 40.57619, -74.0858 40.57413, -74.08877 40.57238, -74.09259 40.56824, -74.09086 40.5664, -74.09374 40.56368, -74.09922 40.5585, -74.09952 40.55821, -74.1039 40.55407, -74.10527 40.55277, -74.10647 40.55335, -74.10913 40.55191, -74.11255 40.54758, -74.11258 40.5476, -74.11283 40.54747, -74.11498 40.54958, -74.11602 40.54936, -74.11811 40.55063, -74.11805 40.55201, -74.1194 40.55218, -74.1273 40.55729, -74.13046 40.55442, -74.13456 40.55125, -74.13776 40.55388, -74.1385 40.55344, -74.14055 40.55485, -74.1437 40.55325, -74.14554 40.55385, -74.13966 40.55865, -74.14313 40.56051, -74.1517 40.56786, -74.15463 40.56554, -74.15685 40.5628, -74.16378 40.56032, -74.16494 40.56011, -74.16589 40.56028, -74.16499 40.56145, -74.16444 40.56525, -74.16481 40.56556, -74.16594 40.567, -74.16962 40.56624, -74.16961 40.56644, -74.16983 40.57088)))",15.46,3.79,2.59
"10301",62052,38280,6778,3202,1328,14467,19.75,16940,0.19,6.56,3.79,16459,48.06,41.22,20.41,5.88,0.6,14.23,0.12,0.45,5.96,3.77,4.6,256,798,1622,80,24.71,44.36,20.5,0.12,6.29,1153,32.97,41.2,39.3,"MULTIPOLYGON (((-74.09358 40.61279, -74.09352 40.61292, -74.0927 40.61261, -74.09098 40.61207, -74.09132 40.61165, -74.09299 40.61144, -74.09469 40.61218, -74.09358 40.61279)), ((-74.11841 40.62376, -74.11713 40.62453, -74.11331 40.62304, -74.11001 40.62069, -74.10682 40.62179, -74.10352 40.62376, -74.105 40.62814, -74.10598 40.63429, -74.10253 40.63466, -74.10313 40.63735, -74.10447 40.63718, -74.10542 40.6389, -74.10655 40.64424, -74.10473 40.64514, -74.10147 40.64576, -74.0873 40.64845, -74.08648 40.6486, -74.07937 40.64827, -74.07664 40.64709, -74.07436 40.6451, -74.07371 40.64513, -74.07282 40.64469, -74.0704 40.642, -74.07308 40.64163, -74.07258 40.63797, -74.07507 40.63778, -74.07473 40.63621, -74.07585 40.63593, -74.07517 40.63417, -74.07596 40.63197, -74.07795 40.63255, -74.07747 40.63372, -74.07989 40.6334, -74.07875 40.63706, -74.08231 40.63366, -74.08412 40.63478, -74.08575 40.63396, -74.08808 40.63108, -74.08682 40.63032, -74.08892 40.62779, -74.0885 40.62388, -74.08867 40.62103, -74.08942 40.62031, -74.08763 40.61954, -74.08815 40.617, -74.0898 40.61681, -74.0936 40.6182, -74.0943 40.61666, -74.09247 40.61492, -74.09352 40.61292, -74.0963 40.61404, -74.09644 40.61562, -74.09811 40.61279, -74.09935 40.61242, -74.09766 40.6105, -74.09737 40.60905, -74.09536 40.60953, -74.09632 40.60745, -74.0979 40.60602, -74.10182 40.60516, -74.10262 40.60344, -74.10397 40.60309, -74.10709 40.60431, -74.1127 40.60307, -74.11155 40.60106, -74.10934 40.60089, -74.11302 40.60014, -74.11487 40.60214, -74.11066 40.60593, -74.10992 40.61017, -74.11128 40.61049, -74.11387 40.61164, -74.1147 40.61807, -74.11794 40.61784, -74.11967 40.62174, -74.11841 40.62376)))",26.07,7.2,3.01
"10302",66096,18037,3031,1155,1375,6090,20.43,7832,0.59,12.23,9.53,7760,60.84,29.34,23.31,2.04,0,3.99,0.18,0,2.4,3.56,4.93,71,913,813,56,38.92,28.73,20.83,0.06,9.17,283,24.38,40.13,35,"MULTIPOLYGON (((-74.15155 40.61751, -74.14769 40.62207, -74.14614 40.62493, -74.14546 40.62789, -74.1457 40.63093, -74.14357 40.63188, -74.14567 40.63147, -74.14518 40.63446, -74.1431 40.63988, -74.14232 40.63996, -74.12928 40.64128, -74.12747 40.63988, -74.12696 40.64018, -74.12689 40.63721, -74.12844 40.63367, -74.13061 40.63132, -74.12902 40.6289, -74.13205 40.62366, -74.13061 40.62349, -74.13041 40.62177, -74.13191 40.62165, -74.13226 40.62278, -74.13401 40.62214, -74.13639 40.62347, -74.13666 40.62151, -74.14168 40.62163, -74.14135 40.61977, -74.14162 40.61652, -74.14732 40.61707, -74.14689 40.61854, -74.14529 40.61855, -74.14497 40.62023, -74.14661 40.62029, -74.14793 40.62134, -74.15155 40.61751)))",23.21,10.27,1.57
"10304",54199,41112,8602,1679,1054,14603,26.95,16963,0.61,6.83,7.84,16745,53.53,40.2,26.99,4.28,0.57,8.37,0.17,0.72,1.95,2.99,6.89,333,878,1141,41,23.48,37.92,26.21,0.2,10.94,828,30.62,44.61,38.7,"MULTIPOLYGON (((-74.12017 40.58822, -74.11648 40.59459, -74.11431 40.59664, -74.11325 40.5961, -74.11131 40.59706, -74.1113 40.59821, -74.11302 40.60014, -74.10934 40.60089, -74.11155 40.60106, -74.1127 40.60307, -74.10709 40.60431, -74.10397 40.60309, -74.10262 40.60344, -74.10182 40.60516, -74.0979 40.60602, -74.09632 40.60745, -74.09536 40.60953, -74.09737 40.60905, -74.09766 40.6105, -74.09935 40.61242, -74.09811 40.61279, -74.09644 40.61562, -74.0963 40.61404, -74.09352 40.61292, -74.09247 40.61492, -74.0943 40.61666, -74.0936 40.6182, -74.0898 40.61681, -74.08815 40.617, -74.08763 40.61954, -74.08942 40.62031, -74.08867 40.62103, -74.0885 40.62388, -74.08892 40.62779, -74.08682 40.63032, -74.08808 40.63108, -74.08575 40.63396, -74.08412 40.63478, -74.08231 40.63366, -74.07875 40.63706, -74.07989 40.6334, -74.07747 40.63372, -74.07795 40.63255, -74.07596 40.63197, -74.07517 40.63417, -74.07585 40.63593, -74.07473 40.63621, -74.07507 40.63778, -74.07258 40.63797, -74.07358 40.63778, -74.07172 40.63667, -74.07335 40.63652, -74.0729 40.63024, -74.0682 40.62882, -74.06817 40.62857, -74.0729 40.62999, -74.0735 40.62688, -74.07356 40.62479, -74.07032 40.62122, -74.07131 40.61964, -74.07455 40.61694, -74.07943 40.6091, -74.08164 40.60618, -74.08548 40.60113, -74.08773 40.59601, -74.08925 40.59411, -74.09849 40.58711, -74.10208 40.58874, -74.10088 40.59018, -74.10778 40.58435, -74.11392 40.58051, -74.11542 40.57863, -74.11749 40.57776, -74.11829 40.57819, -74.11915 40.58151, -74.12311 40.5851, -74.12017 40.58822), (-74.09352 40.61292, -74.09358 40.61279, -74.09469 40.61218, -74.09299 40.61144, -74.09132 40.61165, -74.09098 40.61207, -74.0927 40.61261, -74.09352 40.61292)))",25.01,5.82,2.01
"10307",85103,14906,689,862,1216,5271,3.62,6757,0.37,11.82,3.91,6702,78.17,18.23,13.73,1.72,1.51,1.28,0,0,1.1,1.78,3.63,11,154,345,1,10.02,84.43,0.42,0.13,4.49,289,8.33,43.67,40.8,"MULTIPOLYGON (((-74.22321 40.50866, -74.21284 40.51069, -74.21043 40.51174, -74.20997 40.51047, -74.21076 40.50924, -74.21979 40.5026, -74.22176 40.50241, -74.22319 40.50512, -74.22321 40.50866)), ((-74.25609 40.5079, -74.2527 40.51389, -74.24851 40.51689, -74.24758 40.51755, -74.24749 40.51762, -74.24614 40.51858, -74.24128 40.5191, -74.24242 40.52032, -74.24143 40.52071, -74.24122 40.52013, -74.23482 40.51952, -74.23416 40.51732, -74.23282 40.51634, -74.22814 40.50179, -74.23247 40.50137, -74.23324 40.5013, -74.24669 40.4961, -74.25019 40.4967, -74.25459 40.5023, -74.25545 40.50551, -74.25609 40.5079)))",10.41,3.43,1.94
